,date,fine_dust(㎍/㎥),avg_temp,min_temp,max_temp,precipitation(mm),snow_depth(mm),day_type,season,year,fd_grade,p_grade,s_grade,at_grade
1069,2023-12-06,54.0,6.1,3.9,8.7,3.8,0.0,Weekday,Winter,2023,Normal,Light,No_Snow,Mild
1070,2023-12-07,71.0,6.6,0.8,11.4,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1071,2023-12-08,96.0,11.2,5.1,16.8,0.0,0.0,Weekday,Winter,2023,Bad,Dry,No_Snow,Mild
1072,2023-12-09,73.0,13.7,11.7,16.2,0.0,0.0,Weekend,Winter,2023,Normal,Dry,No_Snow,Mild
1073,2023-12-10,78.0,11.4,6.7,15.5,0.0,0.0,Weekend,Winter,2023,Normal,Dry,No_Snow,Mild
1074,2023-12-11,46.64150943396226,8.9,5.0,12.3,11.4,0.0,Weekday,Winter,2023,Normal,Moderate,No_Snow,Mild
1075,2023-12-12,46.64150943396226,5.4,3.5,9.3,0.4,0.0,Weekday,Winter,2023,Normal,Light,No_Snow,Mild
1076,2023-12-13,14.0,6.8,2.6,10.3,0.0,0.0,Weekday,Winter,2023,Good,Dry,No_Snow,Mild
1077,2023-12-14,46.64150943396226,7.6,6.2,9.1,17.0,0.0,Weekday,Winter,2023,Normal,Moderate,No_Snow,Mild
1078,2023-12-15,46.64150943396226,4.9,3.7,6.2,31.1,0.0,Weekday,Winter,2023,Normal,Moderate,No_Snow,Mild
1079,2023-12-16,27.0,-4.1,-9.9,3.8,1.5,10.0,Weekend,Winter,2023,Good,Light,Light_Snow,Cold
1080,2023-12-17,16.0,-9.8,-12.4,-6.4,0.0,0.0,Weekend,Winter,2023,Good,Dry,No_Snow,Cold
1081,2023-12-18,14.0,-7.7,-12.2,-3.6,0.0,0.0,Weekday,Winter,2023,Good,Dry,No_Snow,Cold
1082,2023-12-19,23.0,-3.7,-8.2,0.2,0.3,9.0,Weekday,Winter,2023,Good,Light,Light_Snow,Cold
1083,2023-12-20,48.0,-7.4,-11.9,-2.1,0.8,21.0,Weekday,Winter,2023,Normal,Light,Moderate_Snow,Cold
1084,2023-12-21,23.0,-11.7,-14.4,-8.0,0.0,5.0,Weekday,Winter,2023,Good,Dry,Light_Snow,Very_Cold
1085,2023-12-22,25.0,-11.6,-14.7,-8.0,0.0,4.0,Weekday,Winter,2023,Good,Dry,Light_Snow,Very_Cold
1086,2023-12-23,31.0,-6.8,-12.7,-0.9,0.0,2.0,Weekend,Winter,2023,Normal,Dry,Light_Snow,Cold
1087,2023-12-24,27.0,-2.2,-5.6,3.0,1.1,15.0,Weekend,Winter,2023,Good,Light,Light_Snow,Cold
1088,2023-12-25,32.0,-0.7,-2.7,2.1,0.7,30.0,Weekend,Winter,2023,Normal,Light,Moderate_Snow,Cold
1089,2023-12-26,46.0,1.9,-2.6,7.2,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1090,2023-12-27,72.0,1.5,-2.8,6.8,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1091,2023-12-28,46.0,1.2,-1.7,4.4,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1092,2023-12-29,40.0,1.3,-1.5,4.6,0.0,0.0,Weekday,Winter,2023,Normal,Dry,No_Snow,Mild
1093,2023-12-30,31.0,0.6,-0.9,2.1,13.1,122.0,Weekend,Winter,2023,Normal,Moderate,Heavy_Snow,Mild
1094,2023-12-31,23.0,2.1,0.6,4.3,4.7,88.0,Weekend,Winter,2023,Good,Light,Moderate_Snow,Mild
1095,2024-01-01,22.0,3.3,-0.3,7.3,0.0,24.0,Weekend,Winter,2024,Good,Dry,Moderate_Snow,Mild
1096,2024-01-02,38.0,2.9,2.2,4.3,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1097,2024-01-03,40.0,1.8,-1.1,4.0,0.6,0.0,Weekday,Winter,2024,Normal,Light,No_Snow,Mild
1098,2024-01-04,56.0,1.4,-3.3,4.7,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1099,2024-01-05,77.0,5.0,1.4,9.1,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1100,2024-01-06,24.0,0.7,-2.7,5.2,2.4,60.0,Weekend,Winter,2024,Good,Light,Moderate_Snow,Mild
1101,2024-01-07,26.0,-4.4,-8.3,-0.9,0.0,56.0,Weekend,Winter,2024,Good,Dry,Moderate_Snow,Cold
1102,2024-01-08,24.0,-4.7,-10.3,0.0,0.0,15.0,Weekday,Winter,2024,Good,Dry,Light_Snow,Cold
1103,2024-01-09,30.0,-0.6,-1.9,0.4,1.6,31.0,Weekday,Winter,2024,Good,Light,Moderate_Snow,Cold
1104,2024-01-10,63.0,-1.0,-4.1,3.3,0.0,30.0,Weekday,Winter,2024,Normal,Dry,Moderate_Snow,Cold
1105,2024-01-11,56.0,1.7,-2.4,4.5,0.0,20.0,Weekday,Winter,2024,Normal,Dry,Light_Snow,Mild
1106,2024-01-12,52.0,0.9,-1.4,4.2,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1107,2024-01-13,28.0,0.4,-3.8,6.4,0.0,0.0,Weekend,Winter,2024,Good,Dry,No_Snow,Mild
1108,2024-01-14,31.0,-0.6,-3.3,2.4,3.1,0.0,Weekend,Winter,2024,Normal,Light,No_Snow,Cold
1109,2024-01-15,24.0,-3.7,-6.9,0.9,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Cold
1110,2024-01-16,31.0,-2.1,-7.2,4.3,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Cold
1111,2024-01-17,27.0,0.6,-2.3,1.9,9.7,23.0,Weekday,Winter,2024,Good,Light,Moderate_Snow,Mild
1112,2024-01-18,21.0,4.5,1.4,9.4,0.5,11.0,Weekday,Winter,2024,Good,Light,Light_Snow,Mild
1113,2024-01-19,16.0,5.4,4.0,9.0,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Mild
1114,2024-01-20,46.64150943396226,3.4,1.9,4.9,0.4,0.0,Weekend,Winter,2024,Normal,Light,No_Snow,Mild
1115,2024-01-21,18.0,1.7,-2.4,4.3,0.4,0.0,Weekend,Winter,2024,Good,Light,No_Snow,Mild
1116,2024-01-22,33.0,-8.7,-11.9,-2.4,0.2,23.0,Weekday,Winter,2024,Normal,Light,Moderate_Snow,Cold
1117,2024-01-23,24.0,-11.7,-14.0,-8.2,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Very_Cold
1118,2024-01-24,28.0,-8.0,-11.2,-3.7,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Cold
1119,2024-01-25,24.0,-5.3,-9.7,-0.5,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Cold
1120,2024-01-26,32.0,-1.7,-6.9,4.0,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Cold
1121,2024-01-27,42.0,-0.5,-4.6,4.6,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Cold
1122,2024-01-28,28.0,-1.5,-5.0,3.8,0.0,0.0,Weekend,Winter,2024,Good,Dry,No_Snow,Cold
1123,2024-01-29,39.0,-0.4,-4.8,4.6,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Cold
1124,2024-01-30,52.0,1.4,-4.0,8.1,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1125,2024-01-31,49.0,4.7,0.7,10.6,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1126,2024-02-01,83.0,2.4,-1.3,8.2,0.0,0.0,Weekday,Winter,2024,Bad,Dry,No_Snow,Mild
1127,2024-02-02,40.0,3.1,0.7,7.9,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1128,2024-02-03,27.0,4.7,-0.2,8.3,0.0,0.0,Weekend,Winter,2024,Good,Dry,No_Snow,Mild
1129,2024-02-04,22.0,7.3,3.7,12.2,0.0,0.0,Weekend,Winter,2024,Good,Dry,No_Snow,Mild
1130,2024-02-05,46.64150943396226,2.7,0.1,6.6,3.9,36.0,Weekday,Winter,2024,Normal,Light,Moderate_Snow,Mild
1131,2024-02-06,16.0,1.2,0.0,2.9,0.2,38.0,Weekday,Winter,2024,Good,Light,Moderate_Snow,Mild
1132,2024-02-07,34.0,0.6,-0.9,2.7,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1133,2024-02-08,38.0,0.6,-3.0,6.2,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1134,2024-02-09,33.0,1.1,-2.5,6.1,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Mild
1135,2024-02-10,46.0,1.7,-1.5,7.4,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Mild
1136,2024-02-11,69.0,1.0,-3.1,5.5,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Mild
1137,2024-02-12,64.0,3.5,-2.9,10.5,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Mild
1138,2024-02-13,73.0,8.2,2.0,13.7,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1139,2024-02-14,50.0,12.9,8.8,18.3,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1140,2024-02-15,18.0,4.5,0.6,11.6,10.9,15.0,Weekday,Winter,2024,Good,Moderate,Light_Snow,Mild
1141,2024-02-16,29.0,2.3,-1.5,8.1,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Mild
1142,2024-02-17,36.0,4.4,-1.2,11.7,0.0,0.0,Weekend,Winter,2024,Normal,Dry,No_Snow,Mild
1143,2024-02-18,25.0,6.2,1.2,9.4,17.1,0.0,Weekend,Winter,2024,Good,Moderate,No_Snow,Mild
1144,2024-02-19,14.0,9.1,4.2,11.9,8.9,0.0,Weekday,Winter,2024,Good,Light,No_Snow,Mild
1145,2024-02-20,38.0,4.3,2.8,6.8,2.6,0.0,Weekday,Winter,2024,Normal,Light,No_Snow,Mild
1146,2024-02-21,46.64150943396226,1.9,0.0,4.0,17.8,52.0,Weekday,Winter,2024,Normal,Moderate,Moderate_Snow,Mild
1147,2024-02-22,46.64150943396226,0.2,-1.1,1.6,8.8,138.0,Weekday,Winter,2024,Normal,Light,Heavy_Snow,Mild
1148,2024-02-23,11.0,1.8,-1.0,6.1,0.4,102.0,Weekday,Winter,2024,Good,Light,Heavy_Snow,Mild
1149,2024-02-24,14.0,2.0,-1.3,5.9,2.3,20.0,Weekend,Winter,2024,Good,Light,Light_Snow,Mild
1150,2024-02-25,16.0,2.8,0.8,5.9,1.8,2.0,Weekend,Winter,2024,Good,Light,Light_Snow,Mild
1151,2024-02-26,32.0,3.8,-1.2,9.7,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1152,2024-02-27,19.0,5.3,1.2,9.8,0.0,0.0,Weekday,Winter,2024,Good,Dry,No_Snow,Mild
1153,2024-02-28,34.0,6.4,3.2,10.1,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1154,2024-02-29,52.0,4.8,0.3,9.6,0.0,0.0,Weekday,Winter,2024,Normal,Dry,No_Snow,Mild
1155,2024-03-01,41.0,-4.1,-7.1,0.3,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Cold
1156,2024-03-02,43.0,-0.5,-8.1,4.1,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Cold
1157,2024-03-03,116.0,4.0,0.4,7.8,0.0,0.0,Weekend,Spring,2024,Bad,Dry,No_Snow,Mild
1158,2024-03-04,67.0,5.4,-1.8,11.7,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1159,2024-03-05,43.0,8.0,5.5,11.0,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1160,2024-03-06,14.0,6.2,2.5,10.3,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Mild
1161,2024-03-07,29.0,3.9,1.2,8.2,2.1,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Mild
1162,2024-03-08,43.0,2.1,-0.7,6.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1163,2024-03-09,35.0,2.0,-2.1,7.1,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1164,2024-03-10,30.0,4.2,-1.8,10.6,0.0,0.0,Weekend,Spring,2024,Good,Dry,No_Snow,Mild
1165,2024-03-11,29.0,6.2,2.0,10.8,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Mild
1166,2024-03-12,27.0,6.6,4.4,10.0,2.1,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Mild
1167,2024-03-13,46.0,6.5,1.3,12.0,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1168,2024-03-14,57.0,8.5,3.4,15.4,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1169,2024-03-15,39.0,8.9,4.0,14.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1170,2024-03-16,37.0,10.9,4.4,18.3,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1171,2024-03-17,104.0,8.8,5.4,12.2,0.1,0.0,Weekend,Spring,2024,Bad,Light,No_Snow,Mild
1172,2024-03-18,27.0,7.1,1.4,13.2,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Mild
1173,2024-03-19,51.0,6.7,3.9,9.8,0.2,0.0,Weekday,Spring,2024,Normal,Light,No_Snow,Mild
1174,2024-03-20,39.0,4.4,1.2,8.7,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1175,2024-03-21,35.0,5.0,-1.2,11.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1176,2024-03-22,44.0,10.4,3.8,15.2,5.4,0.0,Weekday,Spring,2024,Normal,Light,No_Snow,Mild
1177,2024-03-23,62.0,13.0,9.3,18.2,0.1,0.0,Weekend,Spring,2024,Normal,Light,No_Snow,Mild
1178,2024-03-24,40.0,16.2,10.5,23.4,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1179,2024-03-25,57.39710144927536,10.6,6.7,14.5,5.1,0.0,Weekday,Spring,2024,Normal,Light,No_Snow,Mild
1180,2024-03-26,57.39710144927536,7.4,3.2,12.4,11.5,0.0,Weekday,Spring,2024,Normal,Moderate,No_Snow,Mild
1181,2024-03-27,57.39710144927536,10.4,4.4,16.2,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1182,2024-03-28,25.0,10.3,7.8,12.2,1.9,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Mild
1183,2024-03-29,277.0,7.6,5.0,12.3,1.4,0.0,Weekday,Spring,2024,Very_bad,Light,No_Snow,Mild
1184,2024-03-30,104.0,8.8,3.0,15.6,0.0,0.0,Weekend,Spring,2024,Bad,Dry,No_Snow,Mild
1185,2024-03-31,50.0,10.6,3.4,17.7,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1186,2024-04-01,48.0,12.2,5.5,19.0,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1187,2024-04-02,54.0,15.4,7.0,23.9,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1188,2024-04-03,36.0,16.6,13.9,19.7,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1189,2024-04-04,34.0,15.5,12.4,20.3,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1190,2024-04-05,44.0,14.0,10.2,18.8,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1191,2024-04-06,60.0,12.7,8.0,18.9,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1192,2024-04-07,54.0,14.8,7.7,23.4,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1193,2024-04-08,50.0,16.2,11.0,22.8,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1194,2024-04-09,50.0,15.3,10.6,20.8,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1195,2024-04-10,46.0,13.8,10.2,18.5,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Mild
1196,2024-04-11,52.0,15.5,11.7,21.1,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1197,2024-04-12,51.0,17.2,12.0,24.2,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1198,2024-04-13,50.0,19.1,11.2,27.3,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1199,2024-04-14,44.0,20.8,13.6,29.4,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1200,2024-04-15,23.0,16.0,11.7,20.0,17.1,0.0,Weekday,Spring,2024,Good,Moderate,No_Snow,Warm
1201,2024-04-16,99.0,13.3,11.5,17.9,2.3,0.0,Weekday,Spring,2024,Bad,Light,No_Snow,Mild
1202,2024-04-17,152.0,15.0,9.7,21.8,0.0,0.0,Weekday,Spring,2024,Very_bad,Dry,No_Snow,Warm
1203,2024-04-18,137.0,17.3,10.7,24.9,0.0,0.0,Weekday,Spring,2024,Bad,Dry,No_Snow,Warm
1204,2024-04-19,105.0,17.6,11.5,24.3,0.0,0.0,Weekday,Spring,2024,Bad,Dry,No_Snow,Warm
1205,2024-04-20,70.0,14.9,13.0,17.2,4.8,0.0,Weekend,Spring,2024,Normal,Light,No_Snow,Mild
1206,2024-04-21,27.0,17.2,13.3,21.7,0.0,0.0,Weekend,Spring,2024,Good,Dry,No_Snow,Warm
1207,2024-04-22,33.0,18.8,15.0,24.1,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1208,2024-04-23,22.0,17.3,13.2,24.2,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1209,2024-04-24,16.0,13.2,11.0,16.5,9.0,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Mild
1210,2024-04-25,31.0,14.4,10.3,20.8,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Mild
1211,2024-04-26,70.0,17.8,11.4,26.0,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1212,2024-04-27,50.0,18.2,11.5,26.2,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1213,2024-04-28,41.0,20.7,13.0,28.9,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1214,2024-04-29,47.0,20.9,16.9,26.1,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1215,2024-04-30,63.0,18.6,16.0,22.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1216,2024-05-01,30.0,18.5,13.9,24.0,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1217,2024-05-02,39.0,18.1,12.4,23.7,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1218,2024-05-03,49.0,19.7,12.2,27.9,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1219,2024-05-04,52.0,21.4,14.6,28.5,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1220,2024-05-05,24.0,17.8,15.7,20.6,48.3,0.0,Weekend,Spring,2024,Good,Moderate,No_Snow,Warm
1221,2024-05-06,57.39710144927536,13.9,13.4,15.7,12.3,0.0,Weekday,Spring,2024,Normal,Moderate,No_Snow,Mild
1222,2024-05-07,23.0,13.3,12.2,15.0,2.4,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Mild
1223,2024-05-08,26.0,14.7,9.0,21.4,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Mild
1224,2024-05-09,35.0,16.1,10.9,21.8,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1225,2024-05-10,30.0,17.9,12.5,23.8,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1226,2024-05-11,23.0,17.0,14.0,22.0,31.7,0.0,Weekend,Spring,2024,Good,Moderate,No_Snow,Warm
1227,2024-05-12,75.0,16.6,11.9,21.6,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1228,2024-05-13,34.0,18.3,11.9,24.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1229,2024-05-14,29.0,18.8,12.7,24.7,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1230,2024-05-15,57.39710144927536,12.6,7.2,18.8,20.6,0.0,Weekend,Spring,2024,Normal,Moderate,No_Snow,Mild
1231,2024-05-16,57.39710144927536,13.7,6.9,19.8,0.1,0.0,Weekday,Spring,2024,Normal,Light,No_Snow,Mild
1232,2024-05-17,57.39710144927536,18.3,10.8,24.9,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1233,2024-05-18,28.0,20.7,16.0,26.5,0.0,0.0,Weekend,Spring,2024,Good,Dry,No_Snow,Warm
1234,2024-05-19,25.0,21.5,15.9,27.9,0.0,0.0,Weekend,Spring,2024,Good,Dry,No_Snow,Warm
1235,2024-05-20,30.0,19.4,16.8,22.8,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1236,2024-05-21,40.0,21.7,16.3,28.3,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1237,2024-05-22,47.0,20.5,16.4,25.5,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1238,2024-05-23,31.0,20.2,15.8,26.4,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1239,2024-05-24,34.0,20.1,15.7,24.7,0.0,0.0,Weekday,Spring,2024,Normal,Dry,No_Snow,Warm
1240,2024-05-25,35.0,21.4,18.7,24.7,0.0,0.0,Weekend,Spring,2024,Normal,Dry,No_Snow,Warm
1241,2024-05-26,26.0,19.9,17.0,23.7,8.7,0.0,Weekend,Spring,2024,Good,Light,No_Snow,Warm
1242,2024-05-27,28.0,18.5,14.1,22.6,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1243,2024-05-28,18.0,20.4,14.3,26.1,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1244,2024-05-29,27.0,21.2,15.4,26.8,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1245,2024-05-30,27.0,20.7,16.2,24.6,0.0,0.0,Weekday,Spring,2024,Good,Dry,No_Snow,Warm
1246,2024-05-31,25.0,20.4,16.9,25.4,1.0,0.0,Weekday,Spring,2024,Good,Light,No_Snow,Warm
1247,2024-06-01,28.0,20.7,17.5,25.2,0.0,0.0,Weekend,Summer,2024,Good,Dry,No_Snow,Warm
1248,2024-06-02,22.0,20.4,15.7,25.8,0.0,0.0,Weekend,Summer,2024,Good,Dry,No_Snow,Warm
1249,2024-06-03,28.0625,22.2,15.7,28.7,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1250,2024-06-04,19.0,22.8,16.3,29.3,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1251,2024-06-05,40.0,23.6,18.1,30.1,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1252,2024-06-06,43.0,24.1,19.3,31.4,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1253,2024-06-07,31.0,23.1,18.3,28.0,0.8,0.0,Weekday,Summer,2024,Normal,Light,No_Snow,Warm
1254,2024-06-08,21.0,20.3,17.9,25.0,16.9,0.0,Weekend,Summer,2024,Good,Moderate,No_Snow,Warm
1255,2024-06-09,24.0,22.9,17.4,28.8,0.0,0.0,Weekend,Summer,2024,Good,Dry,No_Snow,Warm
1256,2024-06-10,45.0,24.7,19.0,31.1,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1257,2024-06-11,56.0,25.4,21.7,31.6,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1258,2024-06-12,32.0,24.8,19.2,31.8,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1259,2024-06-13,32.0,26.4,20.0,32.8,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1260,2024-06-14,35.0,26.3,21.4,33.0,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1261,2024-06-15,26.0,24.2,21.8,28.2,6.1,0.0,Weekend,Summer,2024,Good,Light,No_Snow,Warm
1262,2024-06-16,22.0,24.3,19.9,29.5,0.0,0.0,Weekend,Summer,2024,Good,Dry,No_Snow,Warm
1263,2024-06-17,23.0,24.8,18.9,30.2,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1264,2024-06-18,27.0,26.0,20.4,32.9,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1265,2024-06-19,42.0,28.8,21.4,35.8,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1266,2024-06-20,42.0,29.4,23.4,35.4,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1267,2024-06-21,42.0,28.1,22.9,33.9,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1268,2024-06-22,29.0,24.2,22.6,26.1,16.5,0.0,Weekend,Summer,2024,Good,Moderate,No_Snow,Warm
1269,2024-06-23,16.0,25.1,22.5,30.1,5.1,0.0,Weekend,Summer,2024,Good,Light,No_Snow,Warm
1270,2024-06-24,50.0,24.3,21.2,27.9,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1271,2024-06-25,21.0,22.9,19.1,27.2,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1272,2024-06-26,26.0,24.9,18.9,31.6,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1273,2024-06-27,32.0,26.3,20.6,31.6,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1274,2024-06-28,40.0,26.6,21.3,32.5,0.0,0.0,Weekday,Summer,2024,Normal,Dry,No_Snow,Warm
1275,2024-06-29,33.0,26.7,21.6,32.3,38.3,0.0,Weekend,Summer,2024,Normal,Moderate,No_Snow,Warm
1276,2024-06-30,21.0,23.5,22.0,24.9,32.2,0.0,Weekend,Summer,2024,Good,Moderate,No_Snow,Warm
1277,2024-07-01,26.0,26.3,22.0,31.3,0.0,0.0,Weekday,Summer,2024,Good,Dry,No_Snow,Warm
1278,2024-07-02,18.0,23.2,21.9,25.2,65.1,0.0,Weekday,Summer,2024,Good,Heavy,No_Snow,Warm
1279,2024-07-03,25.0,24.7,23.6,25.9,0.8,0.0,Weekday,Summer,2024,Good,Light,No_Snow,Warm
1280,2024-07-04,40.0,26.8,23.2,30.6,3.6,0.0,Weekday,Summer,2024,Normal,Light,No_Snow,Warm
1281,2024-07-05,18.0,23.4,21.3,26.1,4.1,0.0,Weekday,Summer,2024,Good,Light,No_Snow,Warm
1282,2024-07-06,28.0,25.1,22.1,30.0,2.8,0.0,Weekend,Summer,2024,Good,Light,No_Snow,Warm
1283,2024-07-07,23.0,24.4,21.5,28.2,28.7,0.0,Weekend,Summer,2024,Good,Moderate,No_Snow,Warm
