,date,avg_temp,min_temp,max_temp,day_type,season,year,at_grade
1123,2024-01-29,-0.4,-4.8,4.6,Weekday,Winter,2024,cold
1124,2024-01-30,1.4,-4.0,8.1,Weekday,Winter,2024,mild
1125,2024-01-31,4.7,0.7,10.6,Weekday,Winter,2024,mild
1126,2024-02-01,2.4,-1.3,8.2,Weekday,Winter,2024,mild
1127,2024-02-02,3.1,0.7,7.9,Weekday,Winter,2024,mild
1128,2024-02-03,4.7,-0.2,8.3,Weekend,Winter,2024,mild
1129,2024-02-04,7.3,3.7,12.2,Weekend,Winter,2024,mild
1130,2024-02-05,2.7,0.1,6.6,Weekday,Winter,2024,mild
1131,2024-02-06,1.2,0.0,2.9,Weekday,Winter,2024,mild
1132,2024-02-07,0.6,-0.9,2.7,Weekday,Winter,2024,mild
1133,2024-02-08,0.6,-3.0,6.2,Weekday,Winter,2024,mild
1134,2024-02-09,1.1,-2.5,6.1,Weekend,Winter,2024,mild
1135,2024-02-10,1.7,-1.5,7.4,Weekend,Winter,2024,mild
1136,2024-02-11,1.0,-3.1,5.5,Weekend,Winter,2024,mild
1137,2024-02-12,3.5,-2.9,10.5,Weekend,Winter,2024,mild
1138,2024-02-13,8.2,2.0,13.7,Weekday,Winter,2024,mild
1139,2024-02-14,12.9,8.8,18.3,Weekday,Winter,2024,mild
1140,2024-02-15,4.5,0.6,11.6,Weekday,Winter,2024,mild
1141,2024-02-16,2.3,-1.5,8.1,Weekday,Winter,2024,mild
1142,2024-02-17,4.4,-1.2,11.7,Weekend,Winter,2024,mild
1143,2024-02-18,6.2,1.2,9.4,Weekend,Winter,2024,mild
1144,2024-02-19,9.1,4.2,11.9,Weekday,Winter,2024,mild
1145,2024-02-20,4.3,2.8,6.8,Weekday,Winter,2024,mild
1146,2024-02-21,1.9,0.0,4.0,Weekday,Winter,2024,mild
1147,2024-02-22,0.2,-1.1,1.6,Weekday,Winter,2024,mild
1148,2024-02-23,1.8,-1.0,6.1,Weekday,Winter,2024,mild
1149,2024-02-24,2.0,-1.3,5.9,Weekend,Winter,2024,mild
1150,2024-02-25,2.8,0.8,5.9,Weekend,Winter,2024,mild
1151,2024-02-26,3.8,-1.2,9.7,Weekday,Winter,2024,mild
1152,2024-02-27,5.3,1.2,9.8,Weekday,Winter,2024,mild
1153,2024-02-28,6.4,3.2,10.1,Weekday,Winter,2024,mild
1154,2024-02-29,4.8,0.3,9.6,Weekday,Winter,2024,mild
1155,2024-03-01,-4.1,-7.1,0.3,Weekend,Spring,2024,cold
1156,2024-03-02,-0.5,-8.1,4.1,Weekend,Spring,2024,cold
1157,2024-03-03,4.0,0.4,7.8,Weekend,Spring,2024,mild
1158,2024-03-04,5.4,-1.8,11.7,Weekday,Spring,2024,mild
1159,2024-03-05,8.0,5.5,11.0,Weekday,Spring,2024,mild
1160,2024-03-06,6.2,2.5,10.3,Weekday,Spring,2024,mild
1161,2024-03-07,3.9,1.2,8.2,Weekday,Spring,2024,mild
1162,2024-03-08,2.1,-0.7,6.5,Weekday,Spring,2024,mild
1163,2024-03-09,2.0,-2.1,7.1,Weekend,Spring,2024,mild
1164,2024-03-10,4.2,-1.8,10.6,Weekend,Spring,2024,mild
1165,2024-03-11,6.2,2.0,10.8,Weekday,Spring,2024,mild
1166,2024-03-12,6.6,4.4,10.0,Weekday,Spring,2024,mild
1167,2024-03-13,6.5,1.3,12.0,Weekday,Spring,2024,mild
1168,2024-03-14,8.5,3.4,15.4,Weekday,Spring,2024,mild
1169,2024-03-15,8.9,4.0,14.5,Weekday,Spring,2024,mild
1170,2024-03-16,10.9,4.4,18.3,Weekend,Spring,2024,mild
1171,2024-03-17,8.8,5.4,12.2,Weekend,Spring,2024,mild
1172,2024-03-18,7.1,1.4,13.2,Weekday,Spring,2024,mild
1173,2024-03-19,6.7,3.9,9.8,Weekday,Spring,2024,mild
1174,2024-03-20,4.4,1.2,8.7,Weekday,Spring,2024,mild
1175,2024-03-21,5.0,-1.2,11.5,Weekday,Spring,2024,mild
1176,2024-03-22,10.4,3.8,15.2,Weekday,Spring,2024,mild
1177,2024-03-23,13.0,9.3,18.2,Weekend,Spring,2024,mild
1178,2024-03-24,16.2,10.5,23.4,Weekend,Spring,2024,warm
1179,2024-03-25,10.6,6.7,14.5,Weekday,Spring,2024,mild
1180,2024-03-26,7.4,3.2,12.4,Weekday,Spring,2024,mild
1181,2024-03-27,10.4,4.4,16.2,Weekday,Spring,2024,mild
1182,2024-03-28,10.3,7.8,12.2,Weekday,Spring,2024,mild
1183,2024-03-29,7.6,5.0,12.3,Weekday,Spring,2024,mild
1184,2024-03-30,8.8,3.0,15.6,Weekend,Spring,2024,mild
1185,2024-03-31,10.6,3.4,17.7,Weekend,Spring,2024,mild
1186,2024-04-01,12.2,5.5,19.0,Weekday,Spring,2024,mild
1187,2024-04-02,15.4,7.0,23.9,Weekday,Spring,2024,warm
1188,2024-04-03,16.6,13.9,19.7,Weekday,Spring,2024,warm
1189,2024-04-04,15.5,12.4,20.3,Weekday,Spring,2024,warm
1190,2024-04-05,14.0,10.2,18.8,Weekday,Spring,2024,mild
1191,2024-04-06,12.7,8.0,18.9,Weekend,Spring,2024,mild
1192,2024-04-07,14.8,7.7,23.4,Weekend,Spring,2024,mild
1193,2024-04-08,16.2,11.0,22.8,Weekday,Spring,2024,warm
1194,2024-04-09,15.3,10.6,20.8,Weekday,Spring,2024,warm
1195,2024-04-10,13.8,10.2,18.5,Weekend,Spring,2024,mild
1196,2024-04-11,15.5,11.7,21.1,Weekday,Spring,2024,warm
1197,2024-04-12,17.2,12.0,24.2,Weekday,Spring,2024,warm
1198,2024-04-13,19.1,11.2,27.3,Weekend,Spring,2024,warm
1199,2024-04-14,20.8,13.6,29.4,Weekend,Spring,2024,warm
1200,2024-04-15,16.0,11.7,20.0,Weekday,Spring,2024,warm
1201,2024-04-16,13.3,11.5,17.9,Weekday,Spring,2024,mild
1202,2024-04-17,15.0,9.7,21.8,Weekday,Spring,2024,warm
1203,2024-04-18,17.3,10.7,24.9,Weekday,Spring,2024,warm
1204,2024-04-19,17.6,11.5,24.3,Weekday,Spring,2024,warm
1205,2024-04-20,14.9,13.0,17.2,Weekend,Spring,2024,mild
1206,2024-04-21,17.2,13.3,21.7,Weekend,Spring,2024,warm
1207,2024-04-22,18.8,15.0,24.1,Weekday,Spring,2024,warm
1208,2024-04-23,17.3,13.2,24.2,Weekday,Spring,2024,warm
1209,2024-04-24,13.2,11.0,16.5,Weekday,Spring,2024,mild
1210,2024-04-25,14.4,10.3,20.8,Weekday,Spring,2024,mild
1211,2024-04-26,17.8,11.4,26.0,Weekday,Spring,2024,warm
1212,2024-04-27,18.2,11.5,26.2,Weekend,Spring,2024,warm
1213,2024-04-28,20.7,13.0,28.9,Weekend,Spring,2024,warm
1214,2024-04-29,20.9,16.9,26.1,Weekday,Spring,2024,warm
1215,2024-04-30,18.6,16.0,22.5,Weekday,Spring,2024,warm
1216,2024-05-01,18.5,13.9,24.0,Weekday,Spring,2024,warm
1217,2024-05-02,18.1,12.4,23.7,Weekday,Spring,2024,warm
1218,2024-05-03,19.7,12.2,27.9,Weekday,Spring,2024,warm
1219,2024-05-04,21.4,14.6,28.5,Weekend,Spring,2024,warm
1220,2024-05-05,17.8,15.7,20.6,Weekend,Spring,2024,warm
1221,2024-05-06,13.9,13.4,15.7,Weekday,Spring,2024,mild
1222,2024-05-07,13.3,12.2,15.0,Weekday,Spring,2024,mild
1223,2024-05-08,14.7,9.0,21.4,Weekday,Spring,2024,mild
1224,2024-05-09,16.1,10.9,21.8,Weekday,Spring,2024,warm
1225,2024-05-10,17.9,12.5,23.8,Weekday,Spring,2024,warm
1226,2024-05-11,17.0,14.0,22.0,Weekend,Spring,2024,warm
1227,2024-05-12,16.6,11.9,21.6,Weekend,Spring,2024,warm
1228,2024-05-13,18.3,11.9,24.5,Weekday,Spring,2024,warm
1229,2024-05-14,18.8,12.7,24.7,Weekday,Spring,2024,warm
1230,2024-05-15,12.6,7.2,18.8,Weekend,Spring,2024,mild
1231,2024-05-16,13.7,6.9,19.8,Weekday,Spring,2024,mild
1232,2024-05-17,18.3,10.8,24.9,Weekday,Spring,2024,warm
1233,2024-05-18,20.7,16.0,26.5,Weekend,Spring,2024,warm
1234,2024-05-19,21.5,15.9,27.9,Weekend,Spring,2024,warm
1235,2024-05-20,19.4,16.8,22.8,Weekday,Spring,2024,warm
1236,2024-05-21,21.7,16.3,28.3,Weekday,Spring,2024,warm
1237,2024-05-22,20.5,16.4,25.5,Weekday,Spring,2024,warm
1238,2024-05-23,20.2,15.8,26.4,Weekday,Spring,2024,warm
1239,2024-05-24,20.1,15.7,24.7,Weekday,Spring,2024,warm
1240,2024-05-25,21.4,18.7,24.7,Weekend,Spring,2024,warm
1241,2024-05-26,19.9,17.0,23.7,Weekend,Spring,2024,warm
1242,2024-05-27,18.5,14.1,22.6,Weekday,Spring,2024,warm
1243,2024-05-28,20.4,14.3,26.1,Weekday,Spring,2024,warm
1244,2024-05-29,21.2,15.4,26.8,Weekday,Spring,2024,warm
1245,2024-05-30,20.7,16.2,24.6,Weekday,Spring,2024,warm
1246,2024-05-31,20.4,16.9,25.4,Weekday,Spring,2024,warm
1247,2024-06-01,20.7,17.5,25.2,Weekend,Summer,2024,warm
1248,2024-06-02,20.4,15.7,25.8,Weekend,Summer,2024,warm
1249,2024-06-03,22.2,15.7,28.7,Weekday,Summer,2024,warm
1250,2024-06-04,22.8,16.3,29.3,Weekday,Summer,2024,warm
1251,2024-06-05,23.6,18.1,30.1,Weekday,Summer,2024,warm
1252,2024-06-06,24.1,19.3,31.4,Weekday,Summer,2024,warm
1253,2024-06-07,23.1,18.3,28.0,Weekday,Summer,2024,warm
1254,2024-06-08,20.3,17.9,25.0,Weekend,Summer,2024,warm
1255,2024-06-09,22.9,17.4,28.8,Weekend,Summer,2024,warm
1256,2024-06-10,24.7,19.0,31.1,Weekday,Summer,2024,warm
1257,2024-06-11,25.4,21.7,31.6,Weekday,Summer,2024,warm
1258,2024-06-12,24.8,19.2,31.8,Weekday,Summer,2024,warm
1259,2024-06-13,26.4,20.0,32.8,Weekday,Summer,2024,warm
1260,2024-06-14,26.3,21.4,33.0,Weekday,Summer,2024,warm
1261,2024-06-15,24.2,21.8,28.2,Weekend,Summer,2024,warm
1262,2024-06-16,24.3,19.9,29.5,Weekend,Summer,2024,warm
1263,2024-06-17,24.8,18.9,30.2,Weekday,Summer,2024,warm
1264,2024-06-18,26.0,20.4,32.9,Weekday,Summer,2024,warm
1265,2024-06-19,28.8,21.4,35.8,Weekday,Summer,2024,warm
1266,2024-06-20,29.4,23.4,35.4,Weekday,Summer,2024,warm
1267,2024-06-21,28.1,22.9,33.9,Weekday,Summer,2024,warm
1268,2024-06-22,24.2,22.6,26.1,Weekend,Summer,2024,warm
1269,2024-06-23,25.1,22.5,30.1,Weekend,Summer,2024,warm
1270,2024-06-24,24.3,21.2,27.9,Weekday,Summer,2024,warm
1271,2024-06-25,22.9,19.1,27.2,Weekday,Summer,2024,warm
1272,2024-06-26,24.9,18.9,31.6,Weekday,Summer,2024,warm
1273,2024-06-27,26.3,20.6,31.6,Weekday,Summer,2024,warm
1274,2024-06-28,26.6,21.3,32.5,Weekday,Summer,2024,warm
1275,2024-06-29,26.7,21.6,32.3,Weekend,Summer,2024,warm
1276,2024-06-30,23.5,22.0,24.9,Weekend,Summer,2024,warm
1277,2024-07-01,26.3,22.0,31.3,Weekday,Summer,2024,warm
1278,2024-07-02,23.2,21.9,25.2,Weekday,Summer,2024,warm
1279,2024-07-03,24.7,23.6,25.9,Weekday,Summer,2024,warm
1280,2024-07-04,26.8,23.2,30.6,Weekday,Summer,2024,warm
1281,2024-07-05,23.4,21.3,26.1,Weekday,Summer,2024,warm
1282,2024-07-06,25.1,22.1,30.0,Weekend,Summer,2024,warm
1283,2024-07-07,24.4,21.5,28.2,Weekend,Summer,2024,warm
1284,2024-07-08,23.8,23.1,24.5,Weekday,Summer,2024,warm
1285,2024-07-09,24.5,22.7,26.7,Weekday,Summer,2024,warm
1286,2024-07-10,26.6,22.7,31.1,Weekday,Summer,2024,warm
1287,2024-07-11,25.7,23.3,28.9,Weekday,Summer,2024,warm
1288,2024-07-12,25.6,21.8,30.2,Weekday,Summer,2024,warm
1289,2024-07-13,28.1,23.5,33.3,Weekend,Summer,2024,warm
1290,2024-07-14,28.4,24.9,32.1,Weekend,Summer,2024,warm
1291,2024-07-15,28.4,24.5,31.3,Weekday,Summer,2024,warm
1292,2024-07-16,27.0,24.6,30.7,Weekday,Summer,2024,warm
1293,2024-07-17,25.4,24.1,28.1,Weekday,Summer,2024,warm
1294,2024-07-18,24.3,23.1,25.6,Weekday,Summer,2024,warm
1295,2024-07-19,27.0,24.2,30.8,Weekday,Summer,2024,warm
1296,2024-07-20,27.2,25.1,30.6,Weekend,Summer,2024,warm
1297,2024-07-21,26.5,22.5,29.8,Weekend,Summer,2024,warm
1298,2024-07-22,26.6,24.3,27.9,Weekday,Summer,2024,warm
1299,2024-07-23,26.4,25.8,27.3,Weekday,Summer,2024,warm
1300,2024-07-24,28.1,26.0,30.9,Weekday,Summer,2024,warm
1301,2024-07-25,28.8,25.4,32.2,Weekday,Summer,2024,warm
1302,2024-07-26,28.7,25.2,32.7,Weekday,Summer,2024,warm
1303,2024-07-27,28.9,27.5,31.7,Weekend,Summer,2024,warm
1304,2024-07-28,29.2,27.3,32.2,Weekend,Summer,2024,warm
1305,2024-07-29,27.4,26.8,27.8,Weekday,Summer,2024,warm
1306,2024-07-30,28.6,26.3,31.9,Weekday,Summer,2024,warm
1307,2024-07-31,29.4,27.0,33.3,Weekday,Summer,2024,warm
1308,2024-08-01,29.9,27.3,33.2,Weekday,Summer,2024,warm
1309,2024-08-02,29.6,28.2,32.5,Weekday,Summer,2024,warm
1310,2024-08-03,30.2,27.2,34.2,Weekend,Summer,2024,hot
1311,2024-08-04,31.8,27.3,36.2,Weekend,Summer,2024,hot
1312,2024-08-05,30.0,26.9,33.7,Weekday,Summer,2024,hot
1313,2024-08-06,29.5,25.6,33.5,Weekday,Summer,2024,warm
1314,2024-08-07,29.6,27.2,33.4,Weekday,Summer,2024,warm
1315,2024-08-08,28.5,26.9,31.6,Weekday,Summer,2024,warm
1316,2024-08-09,29.3,25.6,33.6,Weekday,Summer,2024,warm
1317,2024-08-10,30.0,26.4,33.6,Weekend,Summer,2024,hot
1318,2024-08-11,30.8,27.8,34.4,Weekend,Summer,2024,hot
1319,2024-08-12,31.1,28.2,34.1,Weekday,Summer,2024,hot
1320,2024-08-13,31.3,28.1,36.4,Weekday,Summer,2024,hot
1321,2024-08-14,30.0,27.3,34.9,Weekday,Summer,2024,hot
1322,2024-08-15,29.2,26.7,34.6,Weekend,Summer,2024,warm
1323,2024-08-16,29.8,26.8,34.3,Weekday,Summer,2024,warm
1324,2024-08-17,29.8,27.2,34.0,Weekend,Summer,2024,warm
1325,2024-08-18,29.5,27.0,33.9,Weekend,Summer,2024,warm
1326,2024-08-19,29.7,26.3,35.3,Weekday,Summer,2024,warm
1327,2024-08-20,31.4,27.0,35.4,Weekday,Summer,2024,hot
1328,2024-08-21,28.4,26.9,30.8,Weekday,Summer,2024,warm
1329,2024-08-22,28.6,27.1,30.3,Weekday,Summer,2024,warm
1330,2024-08-23,28.4,26.4,31.8,Weekday,Summer,2024,warm
1331,2024-08-24,27.6,25.1,30.9,Weekend,Summer,2024,warm
1332,2024-08-25,28.5,24.9,32.7,Weekend,Summer,2024,warm
1333,2024-08-26,28.1,25.6,30.6,Weekday,Summer,2024,warm
1334,2024-08-27,26.5,24.6,30.3,Weekday,Summer,2024,warm
1335,2024-08-28,28.2,23.0,33.2,Weekday,Summer,2024,warm
1336,2024-08-29,28.4,23.4,33.5,Weekday,Summer,2024,warm
1337,2024-08-30,28.0,23.7,32.9,Weekday,Summer,2024,warm
1338,2024-08-31,27.6,22.6,33.0,Weekend,Summer,2024,warm
1339,2024-09-01,27.1,24.6,31.6,Weekend,Fall,2024,warm
1340,2024-09-02,24.5,22.2,26.9,Weekday,Fall,2024,warm
1341,2024-09-03,27.0,23.2,32.0,Weekday,Fall,2024,warm
1342,2024-09-04,27.9,23.2,33.3,Weekday,Fall,2024,warm
1343,2024-09-05,26.3,25.6,28.8,Weekday,Fall,2024,warm
1344,2024-09-06,24.0,23.3,25.7,Weekday,Fall,2024,warm
1345,2024-09-07,26.5,22.8,31.3,Weekend,Fall,2024,warm
1346,2024-09-08,27.2,22.6,32.8,Weekend,Fall,2024,warm
1347,2024-09-09,28.5,24.1,34.1,Weekday,Fall,2024,warm
1348,2024-09-10,29.4,25.6,33.9,Weekday,Fall,2024,warm
1349,2024-09-11,29.0,25.4,34.6,Weekday,Fall,2024,warm
1350,2024-09-12,25.4,24.8,27.1,Weekday,Fall,2024,warm
1351,2024-09-13,25.9,24.2,28.0,Weekday,Fall,2024,warm
1352,2024-09-14,28.0,25.2,32.2,Weekend,Fall,2024,warm
1353,2024-09-15,27.5,24.2,32.4,Weekend,Fall,2024,warm
1354,2024-09-16,26.8,21.3,32.2,Weekend,Fall,2024,warm
1355,2024-09-17,28.6,25.8,33.2,Weekend,Fall,2024,warm
1356,2024-09-18,29.4,26.5,33.6,Weekend,Fall,2024,warm
1357,2024-09-19,29.1,25.6,32.6,Weekday,Fall,2024,warm
1358,2024-09-20,25.0,17.9,28.6,Weekday,Fall,2024,warm
1359,2024-09-21,19.3,17.1,21.9,Weekend,Fall,2024,warm
1360,2024-09-22,21.0,16.9,26.7,Weekend,Fall,2024,warm
1361,2024-09-23,20.8,16.6,26.1,Weekday,Fall,2024,warm
1362,2024-09-24,21.0,15.6,26.9,Weekday,Fall,2024,warm
1363,2024-09-25,23.3,18.6,27.3,Weekday,Fall,2024,warm
1364,2024-09-26,23.6,21.1,28.0,Weekday,Fall,2024,warm
1365,2024-09-27,22.7,19.1,28.0,Weekday,Fall,2024,warm
1366,2024-09-28,23.2,19.2,27.9,Weekend,Fall,2024,warm
1367,2024-09-29,23.5,19.1,29.0,Weekend,Fall,2024,warm
1368,2024-09-30,23.0,18.3,28.5,Weekday,Fall,2024,warm
1369,2024-10-01,18.3,13.3,21.7,Weekend,Fall,2024,warm
1370,2024-10-02,14.9,11.6,19.9,Weekday,Fall,2024,mild
1371,2024-10-03,16.4,10.8,22.5,Weekend,Fall,2024,warm
1372,2024-10-04,17.6,11.9,24.2,Weekday,Fall,2024,warm
1373,2024-10-05,17.5,11.6,24.4,Weekend,Fall,2024,warm
1374,2024-10-06,15.4,12.3,17.9,Weekend,Fall,2024,warm
1375,2024-10-07,16.9,14.0,20.7,Weekday,Fall,2024,warm
1376,2024-10-08,17.7,12.7,23.9,Weekday,Fall,2024,warm
1377,2024-10-09,18.8,13.9,24.4,Weekend,Fall,2024,warm
1378,2024-10-10,18.8,15.3,24.1,Weekday,Fall,2024,warm
1379,2024-10-11,18.6,13.9,24.4,Weekday,Fall,2024,warm
1380,2024-10-12,18.3,13.4,24.7,Weekend,Fall,2024,warm
1381,2024-10-13,18.3,12.6,22.6,Weekend,Fall,2024,warm
1382,2024-10-14,19.3,17.6,21.5,Weekday,Fall,2024,warm
1383,2024-10-15,19.2,17.6,21.9,Weekday,Fall,2024,warm
1384,2024-10-16,18.2,14.4,24.2,Weekday,Fall,2024,warm
1385,2024-10-17,19.0,13.8,25.7,Weekday,Fall,2024,warm
1386,2024-10-18,17.4,16.2,18.8,Weekday,Fall,2024,warm
1387,2024-10-19,16.6,12.4,21.1,Weekend,Fall,2024,warm
1388,2024-10-20,13.4,10.5,17.8,Weekend,Fall,2024,mild
1389,2024-10-21,14.8,9.7,19.3,Weekday,Fall,2024,mild
1390,2024-10-22,15.5,14.9,16.6,Weekday,Fall,2024,warm
1391,2024-10-23,12.7,9.4,15.5,Weekday,Fall,2024,mild
1392,2024-10-24,12.5,7.1,18.4,Weekday,Fall,2024,mild
1393,2024-10-25,14.9,8.7,21.5,Weekday,Fall,2024,mild
1394,2024-10-26,17.0,10.7,24.0,Weekend,Fall,2024,warm
1395,2024-10-27,16.0,14.0,18.8,Weekend,Fall,2024,warm
1396,2024-10-28,15.7,12.3,20.4,Weekday,Fall,2024,warm
1397,2024-10-29,15.0,13.4,18.3,Weekday,Fall,2024,warm
1398,2024-10-30,15.7,11.4,21.4,Weekday,Fall,2024,warm
