,지점명,측정일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),합계 일사량(MJ/m2),평균 전운량(1/10),미세먼지_평균,미세먼지_최소,미세먼지_최대,미세먼지_표준편차,초미세먼지_평균,초미세먼지_최소,초미세먼지_최대,초미세먼지_표준편차
2102,서울,2019-10-04,22.4,18.0,27.8,0.0,2.1,16.23,3.6,28.83,10.0,41.0,7.22,17.91,6.0,28.0,5.14
2103,서울,2019-10-05,18.7,14.7,21.9,0.6,2.9,8.24,7.0,38.85,30.0,53.0,5.15,21.63,13.0,28.0,2.97
2104,서울,2019-10-06,18.1,13.2,22.7,0.0,2.9,16.17,6.1,12.39,6.0,20.0,3.07,5.28,1.0,9.0,1.54
2105,서울,2019-10-07,14.8,13.3,17.9,25.4,1.8,1.49,9.5,11.22,6.0,18.0,2.75,6.37,1.0,11.0,1.91
2106,서울,2019-10-08,14.7,10.6,19.8,0.0,2.6,16.78,2.6,23.04,10.0,33.0,4.85,9.91,6.0,15.0,2.14
2107,서울,2019-10-09,13.6,7.7,20.4,0.0,1.7,17.42,1.9,24.8,3.0,35.0,5.93,9.83,4.0,17.0,2.71
2108,서울,2019-10-10,15.2,10.7,19.8,0.0,1.3,8.06,9.0,31.35,20.0,45.0,4.74,14.96,8.0,21.0,2.56
2109,서울,2019-10-11,18.8,13.0,26.1,0.0,1.9,16.44,0.9,35.82,25.0,48.0,5.18,19.65,12.0,25.0,2.66
2110,서울,2019-10-12,17.9,13.3,23.3,0.0,3.5,17.37,0.6,25.4,17.0,35.0,4.52,11.63,5.0,15.0,2.28
2111,서울,2019-10-13,17.2,12.1,23.8,0.0,1.9,16.52,2.1,20.76,14.0,27.0,3.74,9.43,4.0,14.0,2.07
2112,서울,2019-10-14,14.4,9.5,19.6,0.0,2.5,14.54,1.9,34.5,24.0,44.0,4.89,15.8,10.0,20.0,2.54
2113,서울,2019-10-15,14.5,8.8,20.4,0.0,1.6,14.07,3.0,21.83,8.0,43.0,6.24,8.76,4.0,12.0,2.1
2114,서울,2019-10-16,14.6,9.0,20.8,0.0,1.6,15.6,5.3,28.15,19.0,39.0,4.71,14.63,8.0,19.0,2.45
2115,서울,2019-10-17,15.4,11.2,21.6,0.0,1.7,12.02,4.8,30.65,21.0,44.0,5.41,16.73,9.0,22.0,2.83
2116,서울,2019-10-18,17.0,12.0,22.7,0.0,2.4,12.08,7.1,18.62,9.0,30.0,4.49,9.77,3.0,15.0,2.55
2117,서울,2019-10-19,17.0,12.1,23.1,0.0,1.8,15.17,0.8,23.3,14.0,32.0,4.36,11.44,5.0,17.0,2.42
2118,서울,2019-10-20,16.5,12.0,22.9,0.0,1.3,14.67,0.6,37.95,28.0,50.0,5.64,23.27,17.0,34.0,3.61
2119,서울,2019-10-21,17.1,10.9,24.6,0.0,1.0,14.4,2.1,43.7,30.0,58.0,6.83,26.18,18.0,36.0,4.1
2120,서울,2019-10-22,18.1,13.3,24.4,0.0,1.6,13.66,4.4,40.18,27.0,58.0,6.62,24.5,17.0,36.0,4.33
2121,서울,2019-10-23,17.0,14.3,20.7,0.0,2.4,8.08,8.0,24.91,14.0,50.0,5.93,14.57,8.0,29.0,3.52
2122,서울,2019-10-24,18.3,15.3,23.8,0.0,2.7,11.56,4.5,28.78,17.0,42.0,5.45,15.8,10.0,22.0,2.71
2123,서울,2019-10-25,16.7,13.1,22.0,0.0,2.4,12.29,6.6,25.34,17.0,35.0,4.66,12.46,5.0,22.0,3.23
2124,서울,2019-10-26,10.0,6.6,14.9,0.0,2.5,13.08,2.3,23.71,16.0,31.0,3.51,13.08,7.0,20.0,2.35
2125,서울,2019-10-27,11.0,4.7,17.4,0.0,1.6,14.45,0.9,25.68,19.0,34.0,4.18,14.29,8.0,21.0,2.64
2126,서울,2019-10-28,12.9,7.4,17.7,1.7,2.5,11.62,5.6,31.27,22.0,42.0,4.63,18.44,13.0,23.0,2.62
2127,서울,2019-10-29,12.5,8.2,17.6,0.1,2.3,12.41,1.6,96.56,53.0,151.0,18.57,18.38,13.0,26.0,3.72
2128,서울,2019-10-30,11.2,5.0,17.7,0.0,1.6,14.08,0.3,26.67,15.0,36.0,5.09,11.02,6.0,16.0,2.21
2129,서울,2019-10-31,14.8,8.4,19.7,0.0,2.3,10.34,4.6,80.38,36.0,105.0,14.45,24.88,13.0,35.0,3.86
2130,서울,2019-11-01,14.9,11.4,20.5,0.0,1.8,13.85,1.9,93.31,37.0,186.0,21.02,33.48,22.0,44.0,5.28
2131,서울,2019-11-02,13.6,8.3,18.7,0.0,1.5,7.69,8.1,75.77,61.0,102.0,10.53,38.79,29.0,52.0,5.96
2132,서울,2019-11-03,14.7,9.4,22.1,0.0,2.1,12.51,4.0,53.21,29.0,78.0,9.76,31.1,15.0,52.0,7.0
2133,서울,2019-11-04,13.8,9.2,20.3,0.0,2.1,13.83,0.0,16.21,9.0,27.0,4.0,7.81,2.0,13.0,2.28
2134,서울,2019-11-05,12.4,8.4,18.4,0.0,1.6,11.04,1.4,35.53,19.0,46.0,5.77,20.33,5.0,27.0,3.78
2135,서울,2019-11-06,11.0,6.3,16.5,0.0,1.8,10.63,5.0,49.58,34.0,64.0,6.66,29.21,21.0,37.0,4.13
2136,서울,2019-11-07,9.2,5.0,13.6,0.0,2.7,13.4,1.6,50.42,39.0,66.0,6.88,22.38,14.0,30.0,3.37
2137,서울,2019-11-08,6.8,1.1,13.0,0.0,1.9,13.98,0.0,44.75,31.0,59.0,6.83,17.38,8.0,25.0,3.32
2138,서울,2019-11-09,9.5,3.5,17.2,0.0,1.6,13.15,0.3,44.31,19.0,57.0,7.96,21.25,7.0,31.0,4.43
2139,서울,2019-11-10,10.0,6.2,15.3,11.8,2.1,6.6,8.9,39.66,30.0,51.0,5.71,24.5,17.0,34.0,3.91
2140,서울,2019-11-11,11.2,7.9,15.1,1.1,2.4,8.97,5.9,25.33,12.0,35.0,4.58,14.32,5.0,20.0,2.87
2141,서울,2019-11-12,9.3,4.8,14.5,0.0,1.4,8.06,3.6,40.88,26.0,52.0,6.22,21.74,13.0,29.0,3.4
2142,서울,2019-11-13,7.2,3.0,11.3,7.5,2.8,1.25,8.5,34.38,25.0,52.0,6.02,19.87,13.0,34.0,4.0
2143,서울,2019-11-14,1.3,-2.5,5.0,0.0,2.9,13.15,1.0,20.81,11.0,29.0,3.81,6.43,2.0,10.0,1.92
2144,서울,2019-11-15,5.6,1.4,7.6,18.8,2.0,1.92,8.1,24.17,15.0,42.0,5.01,13.33,8.0,21.0,2.9
2145,서울,2019-11-16,6.8,3.8,12.7,0.0,1.6,8.92,5.5,32.8,18.0,49.0,8.44,20.63,9.0,37.0,6.42
2146,서울,2019-11-17,8.3,5.6,10.5,21.1,3.1,1.32,9.3,27.27,11.0,77.0,9.25,15.51,5.0,50.0,6.33
2147,서울,2019-11-18,4.6,0.4,12.7,14.7,3.9,10.26,7.1,66.62,11.0,130.0,23.57,11.51,7.0,17.0,2.36
2148,서울,2019-11-19,0.2,-3.5,4.0,0.0,2.8,11.93,1.4,30.24,22.0,42.0,4.55,8.87,5.0,12.0,2.07
2149,서울,2019-11-20,0.5,-4.6,6.3,0.0,1.8,12.18,0.0,24.39,14.0,36.0,4.71,10.69,5.0,16.0,2.5
2150,서울,2019-11-21,4.2,-2.3,9.0,0.0,1.9,7.4,6.1,37.57,12.0,51.0,7.7,17.43,4.0,26.0,3.9
2151,서울,2019-11-22,9.7,3.0,17.3,0.0,2.1,11.2,1.4,46.63,32.0,68.0,8.16,21.85,12.0,30.0,4.41
2152,서울,2019-11-23,12.1,7.7,17.7,0.0,1.8,8.5,6.1,36.53,14.0,77.0,12.52,19.24,5.0,49.0,7.29
2153,서울,2019-11-24,9.8,4.6,15.6,3.8,2.2,3.84,7.1,30.89,3.0,80.0,10.02,19.46,10.0,47.0,5.68
2154,서울,2019-11-25,1.9,-1.2,6.0,0.0,2.7,7.87,4.4,26.93,10.0,39.0,5.7,14.8,6.0,21.0,3.65
2155,서울,2019-11-26,6.6,1.2,13.7,0.0,2.0,9.78,3.9,26.42,6.0,42.0,7.19,15.96,2.0,25.0,4.25
2156,서울,2019-11-27,3.1,0.3,6.8,0.0,2.7,10.43,4.0,39.78,30.0,63.0,6.53,21.82,15.0,29.0,3.44
2157,서울,2019-11-28,3.5,-0.6,10.4,0.0,2.0,11.21,1.8,38.02,23.0,57.0,6.27,19.43,3.0,27.0,4.29
2158,서울,2019-11-29,1.5,-3.4,6.9,0.0,2.0,11.4,0.9,45.29,30.0,57.0,6.17,23.04,13.0,30.0,3.86
2159,서울,2019-11-30,4.1,-1.4,9.3,0.0,1.7,8.01,6.0,46.49,32.0,67.0,7.52,28.34,18.0,36.0,4.76
2160,서울,2019-12-01,4.6,2.3,6.2,3.3,1.6,1.89,9.3,39.02,22.0,49.0,6.07,28.39,14.0,38.0,5.31
2161,서울,2019-12-02,-0.1,-3.2,2.8,0.0,3.1,10.42,2.4,22.79,16.0,31.0,3.66,12.33,6.0,21.0,3.0
2162,서울,2019-12-03,0.5,-5.0,4.2,0.6,1.6,5.01,6.3,28.94,12.0,39.0,5.01,16.23,7.0,22.0,3.52
2163,서울,2019-12-04,2.0,-2.0,7.2,0.0,1.8,10.18,1.0,29.96,14.0,43.0,5.52,15.51,2.0,22.0,3.49
2164,서울,2019-12-05,-4.4,-8.5,-0.2,0.0,3.2,11.34,0.0,22.87,15.0,42.0,4.57,11.15,4.0,23.0,3.13
2165,서울,2019-12-06,-5.9,-10.6,-1.0,0.0,1.7,11.24,0.6,31.89,19.0,40.0,4.98,15.94,6.0,22.0,3.42
2166,서울,2019-12-07,-2.4,-5.5,1.2,0.1,1.7,2.86,6.6,47.37,24.0,59.0,7.11,30.8,14.0,43.0,5.73
2167,서울,2019-12-08,-0.9,-5.5,4.9,0.0,1.4,10.65,1.1,54.07,31.0,68.0,8.29,39.48,20.0,57.0,6.79
2168,서울,2019-12-09,3.2,-1.3,8.0,0.0,2.5,3.46,7.9,62.59,36.0,80.0,10.06,44.67,23.0,61.0,8.13
2169,서울,2019-12-10,8.1,6.0,10.8,1.7,1.2,5.03,8.9,96.89,53.0,140.0,17.94,69.45,32.0,93.0,14.6
2170,서울,2019-12-11,6.3,0.1,9.8,0.2,3.4,5.75,5.9,72.81,29.0,112.0,13.59,48.4,18.0,80.0,10.27
2171,서울,2019-12-12,-0.7,-3.5,3.4,0.0,1.8,10.73,0.0,21.24,7.0,32.0,4.09,14.07,7.0,19.0,2.72
2172,서울,2019-12-13,2.1,-3.7,5.9,1.0,2.0,6.07,6.8,28.37,13.0,42.0,5.33,16.53,7.0,24.0,3.28
2173,서울,2019-12-14,2.7,-0.1,6.4,0.0,2.3,10.07,3.0,38.54,15.0,50.0,6.9,25.02,5.0,35.0,6.0
2174,서울,2019-12-15,5.3,0.4,11.0,0.0,2.0,8.91,2.9,37.79,27.0,52.0,6.01,25.33,16.0,34.0,4.63
2175,서울,2019-12-16,7.8,2.1,12.9,0.0,1.9,7.71,6.1,39.55,25.0,58.0,7.6,23.38,11.0,36.0,5.08
2176,서울,2019-12-17,7.7,3.2,10.2,9.8,2.3,1.17,8.6,28.65,17.0,48.0,5.02,19.15,13.0,29.0,3.36
2177,서울,2019-12-18,0.8,-1.7,5.2,0.0,2.5,9.83,3.5,38.31,30.0,50.0,4.66,26.21,18.0,36.0,4.2
2178,서울,2019-12-19,-0.8,-4.5,3.1,0.0,2.4,9.96,1.8,26.59,17.0,38.0,3.98,16.04,9.0,26.0,3.24
2179,서울,2019-12-20,-1.1,-3.5,2.0,0.0,2.3,10.45,1.4,29.55,23.0,41.0,3.93,18.61,13.0,25.0,3.22
2180,서울,2019-12-21,-1.2,-5.1,1.5,0.6,1.7,3.35,5.5,34.37,16.0,46.0,5.88,22.49,6.0,31.0,4.78
2181,서울,2019-12-22,4.1,0.3,8.4,0.3,1.7,7.2,7.8,58.73,44.0,75.0,8.12,42.45,28.0,56.0,6.63
2182,서울,2019-12-23,3.4,0.3,5.2,2.9,2.0,5.1,6.1,49.82,24.0,68.0,8.32,38.24,13.0,52.0,7.49
2183,서울,2019-12-24,0.8,-2.9,6.5,0.0,1.4,9.43,0.8,68.82,27.0,88.0,9.93,50.9,20.0,70.0,8.94
2184,서울,2019-12-25,2.0,-2.7,6.6,0.0,1.0,6.64,5.9,50.84,4.0,74.0,10.38,37.17,24.0,52.0,5.96
2185,서울,2019-12-26,2.0,-2.4,4.1,0.3,2.4,3.72,5.4,48.43,39.0,59.0,5.35,32.78,20.0,40.0,4.49
2186,서울,2019-12-27,-1.7,-4.6,2.6,0.0,2.1,10.36,0.0,35.06,28.0,51.0,4.69,23.04,16.0,30.0,3.41
2187,서울,2019-12-28,1.1,-3.6,6.1,0.0,2.0,8.09,3.5,43.9,33.0,55.0,5.06,24.8,17.0,33.0,3.61
2188,서울,2019-12-29,3.8,1.1,6.2,1.4,2.9,3.28,9.0,44.94,35.0,55.0,4.71,26.59,17.0,34.0,4.43
2189,서울,2019-12-30,2.7,-5.7,6.8,0.4,2.9,2.24,7.5,35.98,8.0,47.0,6.25,24.18,6.0,31.0,4.51
2190,서울,2019-12-31,-7.9,-10.9,-4.5,0.0,3.1,11.11,1.3,26.62,19.0,59.0,6.06,14.82,8.0,19.0,2.9
2191,서울,2020-01-01,-2.2,-6.5,0.3,0.1,0.6,4.53,8.9,34.22,20.0,42.0,4.51,22.68,17.0,30.0,3.26
2192,서울,2020-01-02,1.0,-0.7,3.8,0.0,1.2,3.47,7.9,59.2,47.0,75.0,6.82,39.64,26.0,50.0,5.56
2193,서울,2020-01-03,-0.1,-3.4,4.6,0.0,1.7,10.1,0.0,68.42,50.0,90.0,9.53,45.5,28.0,64.0,7.31
2194,서울,2020-01-04,1.2,-2.8,6.1,0.0,1.9,9.29,2.1,55.98,41.0,71.0,6.68,37.34,23.0,47.0,5.55
2195,서울,2020-01-05,1.3,-3.2,6.6,0.0,1.1,9.1,3.9,52.32,40.0,65.0,5.94,35.06,25.0,44.0,5.02
2196,서울,2020-01-06,3.1,0.6,4.6,1.8,3.1,2.03,9.8,39.14,18.0,54.0,6.45,26.45,15.0,37.0,4.72
2197,서울,2020-01-07,6.3,4.2,7.7,46.3,4.0,0.75,10.0,8.78,3.0,15.0,3.05,6.35,1.0,13.0,2.58
2198,서울,2020-01-08,2.4,-0.4,8.9,11.6,3.3,1.84,9.6,24.56,3.0,37.0,9.11,18.31,3.0,27.0,6.71
2199,서울,2020-01-09,-1.2,-3.1,2.0,0.0,2.3,9.14,1.6,50.78,42.0,61.0,4.42,39.24,28.0,48.0,5.1
2200,서울,2020-01-10,-0.6,-4.3,4.2,0.0,1.5,9.39,3.1,65.24,46.0,95.0,8.21,48.1,30.0,59.0,6.72
2201,서울,2020-01-11,-0.1,-2.6,3.9,0.0,1.9,10.13,3.6,54.6,41.0,69.0,5.58,39.54,25.0,49.0,5.07
2202,서울,2020-01-12,-1.0,-3.5,2.8,0.0,2.4,10.33,3.6,45.9,39.0,53.0,3.73,32.88,25.0,42.0,4.16
2203,서울,2020-01-13,-2.9,-4.7,0.2,0.0,2.3,11.15,1.4,26.88,20.0,36.0,3.66,16.96,11.0,29.0,3.2
2204,서울,2020-01-14,-2.3,-5.7,2.6,0.0,1.6,10.06,1.0,32.55,24.0,49.0,5.42,20.41,13.0,26.0,3.34
2205,서울,2020-01-15,-2.7,-6.4,2.2,0.0,1.9,11.6,0.1,39.25,30.0,57.0,5.51,24.31,15.0,34.0,4.02
2206,서울,2020-01-16,-1.7,-5.5,3.2,0.0,1.6,10.75,5.0,43.65,31.0,60.0,5.14,27.33,16.0,35.0,3.82
2207,서울,2020-01-17,-0.6,-4.8,4.9,0.0,1.5,9.85,4.8,58.94,43.0,80.0,7.34,35.92,21.0,44.0,4.69
2208,서울,2020-01-18,0.3,-4.1,5.9,0.0,1.8,11.38,2.1,64.27,45.0,83.0,8.04,39.02,22.0,49.0,5.28
2209,서울,2020-01-19,1.9,-0.4,5.3,0.6,2.2,6.08,4.8,63.51,31.0,78.0,7.83,46.19,34.0,54.0,5.14
2210,서울,2020-01-20,0.7,-3.3,5.5,0.0,2.5,10.24,2.3,53.88,43.0,64.0,5.33,28.85,21.0,42.0,4.26
2211,서울,2020-01-21,-0.4,-5.6,5.5,0.0,1.4,11.55,2.9,45.19,34.0,67.0,6.83,24.71,17.0,33.0,3.99
2212,서울,2020-01-22,3.0,-0.1,7.8,0.0,1.7,6.8,7.8,46.31,25.0,68.0,6.93,27.6,16.0,34.0,3.95
2213,서울,2020-01-23,4.6,0.0,9.9,0.0,2.0,10.73,3.4,62.29,35.0,75.0,8.14,39.4,25.0,47.0,5.14
2214,서울,2020-01-24,2.8,-1.3,7.4,0.0,1.7,10.53,3.0,71.75,56.0,84.0,6.44,49.4,34.0,58.0,5.02
2215,서울,2020-01-25,4.3,0.6,8.8,0.0,1.5,7.86,7.4,50.29,26.0,66.0,7.54,36.06,16.0,53.0,6.45
2216,서울,2020-01-26,5.5,-0.2,11.9,0.0,2.7,11.21,5.8,27.94,15.0,48.0,5.98,19.19,9.0,25.0,3.72
2217,서울,2020-01-27,5.9,4.8,7.5,0.1,4.6,2.76,9.5,11.1,4.0,18.0,2.69,4.79,2.0,9.0,1.5
2218,서울,2020-01-28,6.8,4.3,9.9,0.0,2.6,3.98,7.3,13.92,8.0,24.0,3.46,5.98,2.0,10.0,1.7
2219,서울,2020-01-29,6.0,3.2,9.6,0.0,2.1,7.3,6.6,18.34,9.0,35.0,4.24,8.38,4.0,12.0,1.89
2220,서울,2020-01-30,5.2,1.4,10.4,0.0,1.8,9.24,4.0,19.28,10.0,39.0,4.63,10.32,4.0,19.0,2.74
2221,서울,2020-01-31,3.9,1.4,8.9,0.0,2.3,9.41,4.8,27.22,11.0,51.0,7.72,17.78,7.0,30.0,5.26
2222,서울,2020-02-01,2.6,-1.2,7.6,0.0,1.7,7.17,3.4,69.12,53.0,80.0,6.04,51.2,39.0,63.0,5.31
2223,서울,2020-02-02,1.5,-2.1,5.3,0.0,1.8,8.39,6.1,68.6,43.0,83.0,7.43,52.26,26.0,69.0,6.98
2224,서울,2020-02-03,-0.4,-2.9,3.0,0.0,3.1,13.56,1.5,26.02,17.0,33.0,3.32,15.38,10.0,21.0,2.55
2225,서울,2020-02-04,-1.6,-6.0,3.9,1.7,2.8,10.01,3.9,24.62,12.0,32.0,4.05,15.48,8.0,22.0,3.16
2226,서울,2020-02-05,-8.3,-11.0,-4.9,0.0,3.3,14.82,0.0,23.84,15.0,31.0,3.63,10.7,6.0,14.0,2.12
2227,서울,2020-02-06,-6.4,-11.8,0.4,0.0,1.9,13.97,0.9,39.42,27.0,48.0,4.7,19.94,13.0,26.0,2.96
2228,서울,2020-02-07,-1.7,-7.2,2.2,0.0,2.0,10.14,8.9,37.48,28.0,47.0,4.74,23.68,16.0,32.0,3.51
2229,서울,2020-02-08,-0.1,-2.3,3.7,0.0,3.0,13.89,2.5,40.62,32.0,48.0,3.39,28.34,19.0,34.0,3.22
2230,서울,2020-02-09,-0.5,-5.6,4.1,0.0,2.0,14.33,2.8,36.22,28.0,43.0,3.41,24.48,17.0,32.0,3.16
2231,서울,2020-02-10,4.0,-0.7,9.6,0.0,1.7,14.22,1.1,48.9,27.0,58.0,6.4,31.0,21.0,39.0,4.0
2232,서울,2020-02-11,6.8,-0.5,14.6,0.0,1.6,10.91,2.3,57.94,42.0,73.0,6.63,34.54,23.0,41.0,4.12
2233,서울,2020-02-12,7.4,6.5,8.2,6.7,2.2,2.86,9.9,48.2,24.0,61.0,6.81,33.6,21.0,47.0,4.35
2234,서울,2020-02-13,6.5,4.9,8.7,0.0,1.7,6.43,9.1,69.7,11.0,84.0,11.16,52.34,4.0,67.0,9.47
2235,서울,2020-02-14,8.1,3.2,14.7,0.0,1.2,13.13,2.1,83.33,60.0,103.0,10.2,61.82,44.0,76.0,7.3
2236,서울,2020-02-15,9.8,6.2,15.6,2.0,2.7,8.77,5.8,64.78,47.0,79.0,7.11,48.34,32.0,59.0,5.65
2237,서울,2020-02-16,-1.4,-4.3,7.7,13.4,4.0,4.14,8.9,23.9,6.0,35.0,4.75,17.56,5.0,23.0,3.33
2238,서울,2020-02-17,-5.9,-7.1,-3.9,1.0,3.4,7.08,6.5,30.12,19.0,42.0,4.82,17.3,11.0,31.0,3.21
2239,서울,2020-02-18,-4.1,-8.3,1.3,0.0,2.3,16.78,0.0,23.6,16.0,32.0,3.66,14.56,9.0,19.0,2.4
2240,서울,2020-02-19,1.0,-4.4,6.4,0.0,1.5,12.13,6.0,33.18,14.0,42.0,5.64,23.28,7.0,29.0,4.32
2241,서울,2020-02-20,4.6,-0.6,10.8,0.0,1.7,13.71,2.5,58.68,42.0,73.0,6.4,43.5,25.0,53.0,5.65
2242,서울,2020-02-21,6.7,2.1,10.9,4.2,2.2,6.5,9.3,60.16,44.0,78.0,7.0,44.56,23.0,60.0,6.78
2243,서울,2020-02-22,4.0,0.0,7.9,3.1,4.0,9.06,5.9,68.8,8.0,92.0,15.4,36.2,1.0,44.0,7.55
2244,서울,2020-02-23,2.5,-2.5,8.0,0.0,2.0,17.37,0.9,23.76,17.0,30.0,2.85,11.28,6.0,15.0,1.99
2245,서울,2020-02-24,7.0,0.8,12.2,0.0,1.6,13.21,7.0,36.22,21.0,46.0,5.6,18.84,8.0,25.0,3.09
2246,서울,2020-02-25,6.7,4.7,9.4,16.6,4.2,4.11,7.5,21.55,15.0,40.0,4.7,12.78,8.0,28.0,3.56
2247,서울,2020-02-26,6.4,2.8,10.4,0.0,2.1,10.45,5.3,18.78,4.0,30.0,4.55,9.6,4.0,13.0,2.03
2248,서울,2020-02-27,6.1,1.3,12.5,0.0,2.0,16.77,2.6,14.38,6.0,25.0,4.14,7.22,3.0,11.0,2.11
2249,서울,2020-02-28,4.5,3.6,5.9,3.9,1.4,2.41,9.8,26.82,19.0,41.0,4.58,18.2,11.0,26.0,3.11
2250,서울,2020-02-29,7.7,4.5,13.0,0.5,1.7,17.12,3.0,25.0,7.0,34.0,5.51,16.92,4.0,24.0,3.56
2251,서울,2020-03-01,5.8,3.2,10.1,0.2,2.0,5.4,8.1,45.38,35.0,60.0,4.8,32.98,23.0,43.0,3.87
2252,서울,2020-03-02,3.4,0.0,7.6,0.0,2.7,17.08,1.6,39.16,30.0,46.0,3.87,27.76,20.0,34.0,3.01
2253,서울,2020-03-03,4.8,0.3,10.5,0.0,2.6,10.62,6.5,45.9,35.0,56.0,4.89,32.4,22.0,38.0,3.25
2254,서울,2020-03-04,2.2,-1.3,4.6,0.0,3.7,10.41,5.1,46.04,35.0,59.0,4.66,33.64,24.0,48.0,4.26
2255,서울,2020-03-05,1.4,-2.8,6.3,0.0,2.5,19.25,0.0,36.44,27.0,43.0,3.59,26.4,17.0,34.0,3.89
2256,서울,2020-03-06,3.7,-2.5,10.1,0.0,1.6,16.82,2.5,41.72,26.0,54.0,5.35,27.06,17.0,33.0,3.4
2257,서울,2020-03-07,7.0,1.3,14.2,0.0,2.0,13.0,5.4,56.48,34.0,72.0,7.37,38.9,21.0,47.0,4.79
2258,서울,2020-03-08,9.3,2.3,16.9,0.0,1.6,18.27,0.3,60.5,43.0,78.0,8.32,44.78,27.0,64.0,6.31
2259,서울,2020-03-09,11.1,4.8,17.6,0.0,1.8,14.19,6.5,60.08,29.0,78.0,9.98,42.04,19.0,56.0,6.6
2260,서울,2020-03-10,6.4,3.2,10.8,11.8,2.8,2.72,7.5,42.68,30.0,83.0,9.99,30.98,21.0,49.0,6.73
2261,서울,2020-03-11,3.8,0.0,8.3,0.0,3.3,20.72,0.0,34.65,23.0,44.0,4.2,12.14,5.0,17.0,2.64
2262,서울,2020-03-12,6.8,0.2,13.3,0.0,2.5,14.32,4.0,35.66,23.0,46.0,4.13,13.57,8.0,18.0,1.89
2263,서울,2020-03-13,4.9,-0.1,8.7,0.5,3.3,17.82,6.6,32.66,27.0,40.0,3.26,12.74,7.0,21.0,2.66
2264,서울,2020-03-14,3.6,-2.7,8.6,0.0,3.0,18.6,2.1,40.48,23.0,49.0,6.15,19.5,10.0,25.0,3.42
2265,서울,2020-03-15,4.0,0.2,8.5,0.0,3.6,17.29,3.1,41.32,34.0,49.0,3.73,17.18,13.0,21.0,2.26
2266,서울,2020-03-16,3.6,-2.1,9.1,0.0,2.8,21.18,1.0,24.86,18.0,34.0,3.21,11.98,6.0,16.0,2.34
2267,서울,2020-03-17,6.6,3.1,12.3,0.0,2.1,6.89,4.8,48.1,17.0,65.0,9.8,21.2,7.0,30.0,4.8
2268,서울,2020-03-18,10.0,2.7,17.0,0.0,1.8,20.66,0.0,58.36,32.0,83.0,9.05,32.76,11.0,43.0,6.14
2269,서울,2020-03-19,9.1,5.8,12.1,0.0,4.8,15.51,3.4,62.46,34.0,91.0,11.06,26.18,17.0,49.0,6.6
2270,서울,2020-03-20,8.8,3.1,14.0,0.0,3.1,20.58,0.4,41.86,33.0,53.0,4.57,8.84,4.0,13.0,1.89
2271,서울,2020-03-21,12.8,7.9,19.5,0.0,2.0,14.83,6.9,54.02,33.0,69.0,7.28,17.12,9.0,24.0,2.94
2272,서울,2020-03-22,11.0,6.1,16.5,0.0,3.0,22.54,0.1,41.16,34.0,53.0,4.02,16.45,12.0,21.0,2.0
2273,서울,2020-03-23,10.6,5.4,17.0,0.0,1.9,20.72,0.0,51.45,40.0,64.0,5.22,27.59,20.0,34.0,2.98
2274,서울,2020-03-24,11.4,5.3,17.9,0.0,1.8,21.06,0.0,59.22,45.0,73.0,6.14,34.16,21.0,40.0,3.96
2275,서울,2020-03-25,12.5,6.1,19.2,0.0,1.9,19.29,4.0,52.06,41.0,63.0,5.16,29.7,21.0,35.0,3.02
2276,서울,2020-03-26,14.8,8.1,20.6,1.8,1.9,11.97,6.9,51.9,35.0,63.0,6.2,30.94,20.0,38.0,3.8
2277,서울,2020-03-27,11.9,6.7,15.8,2.0,3.3,17.04,5.1,42.62,25.0,62.0,6.78,23.88,14.0,44.0,7.54
2278,서울,2020-03-28,7.7,4.5,12.8,0.0,3.2,19.87,5.1,35.12,27.0,46.0,4.06,7.52,3.0,12.0,1.76
2279,서울,2020-03-29,8.7,1.3,16.1,0.0,2.0,23.12,1.5,42.41,34.0,52.0,4.12,16.32,11.0,21.0,2.09
2280,서울,2020-03-30,10.2,4.3,16.9,0.0,1.8,22.73,0.9,53.66,43.0,67.0,5.78,27.64,19.0,35.0,3.44
2281,서울,2020-03-31,11.9,4.7,18.6,0.0,2.0,20.68,5.5,50.98,36.0,62.0,5.91,26.31,15.0,33.0,3.35
2282,서울,2020-04-01,11.3,6.0,17.4,0.0,3.7,19.12,3.5,71.0,58.0,84.0,7.65,30.5,25.0,38.0,3.25
2283,서울,2020-04-02,9.3,3.4,15.5,0.0,2.3,21.25,2.6,39.78,30.0,47.0,4.29,23.92,16.0,30.0,2.92
2284,서울,2020-04-03,10.0,5.3,16.3,0.0,2.7,22.56,1.3,56.92,47.0,71.0,6.03,31.8,22.0,40.0,4.05
2285,서울,2020-04-04,8.9,5.0,13.3,0.0,3.4,23.33,0.8,68.96,56.0,85.0,7.59,27.38,19.0,37.0,3.54
2286,서울,2020-04-05,7.2,1.9,13.7,0.0,2.8,24.58,0.0,46.48,28.0,58.0,5.33,20.46,9.0,28.0,3.53
2287,서울,2020-04-06,9.3,2.9,16.1,0.0,2.4,22.51,3.5,54.5,44.0,70.0,5.61,21.08,16.0,28.0,2.5
2288,서울,2020-04-07,10.6,6.0,16.8,0.0,2.5,19.3,2.1,57.86,37.0,77.0,7.9,25.44,18.0,34.0,3.52
2289,서울,2020-04-08,9.4,5.2,14.2,0.0,3.5,24.86,0.0,43.8,36.0,52.0,4.34,17.82,12.0,23.0,2.45
